age,domain,current_job,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,salary,mui,redux,flutter,node,jest,sql,dart,linux,bootstrap,typescipt,vim,mysql,opencv,communication,aws,react,api,ajax,express,jwt,javascript,git,typescript,nginx,tailwindcss,vercel,python,mongodb,firebase,postman,angular,next,html,tailwind,docker,nest,nodejs,cnn,mongoose,hasura,graphql,django,jquery
22,MERN Stack,Angular Developer,Degree,No,No,12.5,No,4,WFH,Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,MERN Stack,Software Developer,No Degree,No,Yes [ Non IT industry ],14.8,Yes,5,Ernakulam,Yes,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,MERN Stack,React Developer,Degree,No,No,8.0,Yes,0,WFH,Yes,7.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
23,Web Development with Django,Full stack engineer,Degree,Yes,Yes [ Non IT industry ],14.2,Yes,7,WFH,Yes,4.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Flutter,Machine Learning Engineer,Degree,No,No,12.5,Yes,5,WFH,Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,Web Development with Django,Full stack engineer,Degree,No,No,12.8,No,3,Pune,Yes,6.6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,MEAN Stack,Full Stack Developer,Degree,Yes,No,7.0,No,7,Bangalore,Yes,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,Flutter,Flutter developer,Degree,No,No,10.6,Yes,7,WFH,Yes,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,Machine Learning,Full Stack Developer,Degree,No,No,11.3,No,4,Bangalore,Yes,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,Flutter,Full Stack Developer,Degree,No,No,9.8,No,7,WFH,Yes,3.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
19,Flutter,Full Stack Developer,Degree,No,Yes [ Non IT industry ],8.3,Yes,3,Bangalore,Yes,4.5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,Web Development with Django,Nest js developer,Degree,No,No,15.0,Yes,5,Kochi,Yes,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Web Development with Django,Full Stack Developer,Degree,Yes,No,7.0,No,7,Hyderabad,Yes,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
22,MERN Stack,Angular Developer,Degree,No,No,8.6,Yes,1,WFH,Yes,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,Web Development with Django,Full stack engineer,Degree,No,No,16.0,Yes,5,Bangalore,Yes,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Web Development with Django,Angular Developer,No Degree,No,No,14.2,Yes,7,Kochi,Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,Full Stack Developer,Degree,Yes,No,16.0,Yes,1,Pune,No,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,Full Stack Developer,No Degree,No,No,7.9,Yes,7,Hyderabad,Yes,5.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,React Developer,Diploma,No,Yes [ Non IT industry ],10.4,No,7,Manjeri,Yes,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25,Web Development with Django,Nest js developer,Degree,Yes,No,10.0,Yes,6,Manjeri,Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Flutter,Flutter development,Degree,No,No,14.8,Yes,7,WFH,Yes,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,MEAN Stack,Full stack engineer,Degree,Yes,No,8.8,Yes,3,Bangalore,Yes,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,MEAN Stack,Flutter development,Degree,Yes,No,16.0,Yes,6,Hyderabad,Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,MEAN Stack,Jr Nodejs Developer,Degree,Yes,No,15.9,No,7,Nagercoil,Yes,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,MERN Stack,Jr Nodejs Developer,Degree,No,Yes [ Non IT industry ],16.0,No,7,Chennai,Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,React Developer,Degree,Yes,No,16.0,Yes,7,Chandigarh,Yes,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,MERN Stack,MERN Stack developer,Diploma,Yes,No,10.8,Yes,5,Others,Yes,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,MERN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],10.1,No,7,WFH,Yes,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
19,Go,React Developer,Diploma,No,No,16.0,No,2,WFH,Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Flutter,Python + Angular Developer,No Degree,Yes,No,14.8,Yes,3,Trivandrum,Yes,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19,MERN Stack,Flutter Developer,Degree,No,No,10.7,Yes,7,WFH,Yes,5.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,Flutter development,Degree,No,No,12.8,Yes,4,Manjeri,Yes,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
19,Web Development with Django,React Developer,Degree,No,No,10.2,Yes,3,Hyderabad,Yes,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,Machine Learning,Python developer,No Degree,No,No,15.6,Yes,4,Others,Yes,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,Software Engineer,Degree,No,No,9.0,Yes,1,Nagercoil,No,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,Flutter,Full Stack Developer,Degree,No,No,14.9,Yes,3,WFH,Yes,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
22,MERN Stack,Data Engineer,Degree,No,Yes [ Non IT industry ],10.8,Yes,6,Kochi,Yes,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,Go,Full stack engineer,Degree,No,Yes [ Non IT industry ],15.0,Yes,7,Bangalore,Yes,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26,MEAN Stack,React Developer,Degree,No,No,7.6,No,6,Hyderabad,No,3.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
23,Flutter,Angular Developer,Degree,No,No,11.6,Yes,7,Bangalore,Yes,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
22,MEAN Stack,Flutter Developer,No Degree,Yes,Yes [ Non IT industry ],7.0,Yes,4,Pune,No,7.9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,MERN Stack,Flutter development,No Degree,Yes,No,15.8,No,7,Trivandrum,Yes,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
23,Flutter,Flutter development,Degree,No,No,11.6,Yes,4,Hyderabad,Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
22,MERN Stack,Angular Developer,Degree,No,No,9.6,Yes,2,Others,Yes,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,MERN Stack,Angular Developer,Degree,Yes,No,12.4,Yes,0,Bangalore,Yes,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26,MERN Stack,Full stack engineer,No Degree,No,Yes [ Non IT industry ],8.0,No,5,WFH,Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,MERN Stack,Python + Angular Developer,Diploma,No,No,16.0,No,7,Pune,Yes,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Web Development with Django,Data Engineer,Degree,No,Bca dropout ,13.7,Yes,3,Hyderabad,Yes,2.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,MERN Stack,Python developer,Degree,Yes,No,16.0,No,0,WFH,No,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,Flutter,React Developer,Diploma,No,No,8.6,No,7,Coimbatore,No,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
23,Web Development with Django,MERN Stack developer,Diploma,No,No,10.6,Yes,0,Nagercoil,Yes,6.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
20,MEAN Stack,Software Developer,Degree,Yes,No,7.3,Yes,6,WFH,Yes,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,Web Development with Django,Full Stack Developer,No Degree,No,Yes [ Non IT industry ],13.0,Yes,3,Calicut,Yes,4.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,MEAN Stack,Flutter developer,Degree,Yes,No,10.4,Yes,0,Others,Yes,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,MEAN Stack,Python + Angular Developer,Degree,No,No,11.4,No,7,WFH,Yes,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,React Developer,Diploma,No,No,12.0,Yes,5,Hyderabad,Yes,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Web Development with Django,Full stack engineer,Degree,No,No,10.7,Yes,3,Others,Yes,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24,Flutter,MERN Stack developer,Degree,Yes,Yes [ Non IT industry ],16.0,Yes,7,Trivandrum,Yes,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,React Developer,Degree,Yes,No,14.1,Yes,0,WFH,Yes,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,Angular Developer,Degree,Yes,No,14.7,Yes,5,Manjeri,Yes,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,Web Development with Django,Jr Nodejs Developer,No Degree,No,No,12.4,Yes,2,Chennai,No,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Angular Developer,Degree,No,Yes [ Non IT industry ],11.5,No,7,WFH,Yes,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,MERN Stack,React Native developer,Degree,No,No,16.0,Yes,5,WFH,No,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28,Web Development with Django,MERN Stack developer,Degree,No,No,10.6,Yes,6,WFH,Yes,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,MERN Stack,React Developer,No Degree,No,Yes [ Non IT industry ],8.4,No,7,Others,No,7.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Flutter,React Developer,Degree,Yes,No,13.6,Yes,1,WFH,Yes,5.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Flutter,Software Engineer,Degree,Yes,No,8.6,Yes,7,Calicut,Yes,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
25,MEAN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],13.0,Yes,4,Trivandrum,Yes,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Golang Developer,No Degree,No,Bca dropout ,11.1,Yes,7,Hyderabad,Yes,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Angular Developer,No Degree,No,No,12.1,Yes,7,Kochi,Yes,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31,MERN Stack,Angular Developer,Degree,No,No,8.9,Yes,4,Calicut,Yes,5.9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,Web Development with Django,Full stack engineer,Degree,Yes,No,12.2,Yes,5,Hyderabad,Yes,2.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23,Machine Learning,Flutter Developer,Degree,No,Yes [ Non IT industry ],16.0,No,7,Others,Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,MERN Stack,Software Developer,Degree,No,No,12.4,Yes,7,Ernakulam,Yes,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,Web Development with Django,Full stack engineer,No Degree,Yes,No,13.8,Yes,5,Others,Yes,4.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,MERN Stack,Nest js developer,Degree,No,No,12.7,No,7,WFH,No,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,Web Development with Django,Flutter development,Degree,No,No,11.1,Yes,6,Coimbatore,Yes,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,Full Stack Developer,No Degree,Yes,No,7.5,Yes,7,Manjeri,Yes,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
25,MERN Stack,React Developer,Diploma,Yes,No,10.4,No,1,Bangalore,Yes,6.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
19,Web Development with Django,Python + Angular Developer,No Degree,No,No,11.8,Yes,7,Others,Yes,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,MERN Stack,Angular Developer,No Degree,No,No,11.5,No,7,Pune,Yes,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,MERN Stack,MERN Stack developer,Degree,Yes,No,13.8,Yes,5,Kochi,Yes,2.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
22,Flutter,Full Stack Developer,Degree,No,No,16.0,Yes,7,WFH,Yes,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25,MERN Stack,Angular Developer,No Degree,Yes,No,11.7,Yes,5,Kochi,Yes,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
20,MERN Stack,Flutter development,No Degree,Yes,Yes [ Non IT industry ],16.0,Yes,3,Coimbatore,Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,MERN Stack,MERN Stack developer,Diploma,No,No,16.0,No,1,Bangalore,Yes,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,MERN Stack,Flutter development,Degree,No,No,9.2,Yes,6,Bangalore,Yes,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,MERN Stack,React Developer,Degree,Yes,No,7.0,No,1,WFH,Yes,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Flutter,Software Engineer,Diploma,Yes,No,11.6,Yes,7,Nagercoil,Yes,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,MERN Stack,Flutter developer,Degree,Yes,No,8.0,No,5,Chandigarh,Yes,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,MEAN Stack,MERN Stack developer,Degree,Yes,No,16.0,Yes,4,Manjeri,Yes,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
24,MERN Stack,Angular Developer,Diploma,No,No,10.6,Yes,2,Bangalore,Yes,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
20,MERN Stack,Flutter development,Degree,No,No,9.3,Yes,4,Hyderabad,Yes,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,Flutter,Full Stack Developer,Degree,No,No,10.6,Yes,7,WFH,Yes,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,MEAN Stack,React Native developer,Degree,No,Yes [ Non IT industry ],10.9,Yes,6,Bangalore,Yes,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,React Developer,Degree,No,Bca dropout ,16.0,No,7,Coimbatore,No,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,MERN Stack,Machine Learning Engineer,Degree,Yes,Bca dropout ,13.5,Yes,2,Chandigarh,No,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
22,Flutter,Nest js developer,Degree,No,No,16.0,No,7,WFH,Yes,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21,MEAN Stack,React Developer,Degree,No,No,11.2,No,7,Kochi,Yes,6.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Go,Full Stack Developer,Degree,No,Bca dropout ,10.5,Yes,6,WFH,No,4.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,MEAN Stack,React Developer,Degree,No,Yes [ Non IT industry ],9.8,Yes,0,WFH,Yes,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
