age,domain,current_job,degree,cs_bg,experience,avg_time,holidays,week_back,city,skills,graduated,salary,mui,redux,flutter,node,jest,sql,dart,linux,bootstrap,typescipt,vim,mysql,opencv,communication,aws,react,api,ajax,express,jwt,javascript,git,typescript,nginx,tailwindcss,vercel,python,mongodb,firebase,postman,angular,next,html,tailwind,docker,nest,nodejs,cnn,mongoose,hasura,graphql,go,django,jquery
22,MERN Stack,Angular Developer,No Degree,No,No,7.1,Yes,6,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",No,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MEAN Stack,Data Engineer,No Degree,No,No,12.4,Yes,7,Bangalore,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
25,MERN Stack,Nest js developer,Degree,No,No,7.6,No,5,WFH,"React,Python,SQL,Django,Html,Css",No,7.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,Go,Flutter developer,Degree,No,No,16.0,No,7,Manjeri,"Flutter, firbase, API",Yes,3.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,MERN Stack,Nest js developer,Degree,No,No,9.7,No,7,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Python developer,Degree,No,No,7.0,Yes,5,WFH,"Html,CSS",Yes,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Python developer,Degree,No,Yes [ Non IT industry ],14.4,Yes,6,Chennai,"Html,CSS",Yes,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
22,Web Development with Django,MERN Stack developer,Degree,No,No,16.0,Yes,7,Kochi,"Angular, Express, Node, javascript, MongoDB, Html, css",Yes,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,MERN Stack,Flutter development,Degree,No,No,8.7,Yes,7,Bangalore,"React js ,React query",Yes,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Golang Developer,Degree,No,No,11.2,Yes,4,Hyderabad,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",No,6.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
21,MERN Stack,MERN Stack developer,Degree,Yes,No,11.8,No,6,Hyderabad,"Html,CSS",No,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MERN Stack,Flutter developer,Degree,No,No,16.0,No,3,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
19,MERN Stack,Full Stack Developer,No Degree,No,No,16.0,No,3,Bangalore,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",No,3.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,Machine Learning,MERN Stack developer,No Degree,Yes,No,12.1,Yes,2,Calicut,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MEAN Stack,Flutter development,Degree,No,No,10.2,Yes,5,Kochi,"Dart,Api integration,",Yes,5.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MERN Stack,Full Stack Developer,Degree,No,No,15.6,No,5,Kochi,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
30,MERN Stack,Flutter development,No Degree,No,No,11.7,Yes,1,WFH,"React,Python,SQL,Django,Html,Css",No,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
24,Flutter,Software Developer,No Degree,No,No,15.1,Yes,4,Calicut,"Html,CSS",Yes,3.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
21,Web Development with Django,Flutter development,No Degree,No,Yes [ Non IT industry ],11.2,Yes,7,WFH,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,Web Development with Django,Data Engineer,No Degree,No,No,12.1,Yes,7,Manjeri,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Go,Machine Learning Engineer,Degree,No,Bca dropout ,12.7,Yes,7,Chandigarh,"React js ,React query",No,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,MERN Stack,Flutter developer,Degree,Yes,No,11.4,Yes,7,Trivandrum,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,6.1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MERN Stack,Full Stack Developer,Degree,No,No,7.0,Yes,7,Pune,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",No,5.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
23,Machine Learning,MERN Stack developer,Degree,Yes,Yes [ Non IT industry ],10.0,Yes,7,WFH,"Flutter,iOS, react, django ",Yes,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Web Development with Django,Angular Developer,Degree,No,Yes [ Non IT industry ],12.3,Yes,7,WFH,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
27,MERN Stack,React Native developer,No Degree,No,Yes [ Non IT industry ],9.3,No,6,Others,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
26,Web Development with Django,Angular Developer,No Degree,No,No,9.7,No,6,Calicut,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
22,MERN Stack,Full Stack Developer,No Degree,No,No,8.2,Yes,6,Manjeri,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",No,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MEAN Stack,Flutter Developer,Degree,No,No,10.1,No,7,Ernakulam,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MEAN Stack,Jr Nodejs Developer,No Degree,No,No,10.3,No,2,Hyderabad,"React,Python,SQL,Django,Html,Css",Yes,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Web Development with Django,Full Stack Developer,Degree,No,No,16.0,Yes,6,Hyderabad,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,6.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,Web Development with Django,Full Stack Developer,Degree,No,No,10.0,Yes,7,WFH,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MERN Stack,Data Engineer,No Degree,Yes,No,15.1,Yes,3,WFH,"Dart,Api integration,",Yes,5.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
26,Flutter,React Native developer,Degree,Yes,No,11.3,No,7,Trivandrum,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,2.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,Web Development with Django,Full Stack Developer,Degree,No,Bca dropout ,12.9,No,3,Nagercoil,HTML CSS React,Yes,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Python developer,Degree,No,No,11.6,Yes,6,Hyderabad,"Html,CSS",Yes,7.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
19,MERN Stack,Software Engineer,Degree,No,No,10.8,No,1,Kochi,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MEAN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],7.0,No,7,Calicut,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
19,MERN Stack,React Developer,Degree,Yes,Bca dropout ,11.4,Yes,7,Nagercoil,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
20,MERN Stack,Nest js developer,Degree,Yes,Yes [ Non IT industry ],7.8,Yes,7,WFH,"React, Node, Html, CSS, Mongodb",Yes,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Machine Learning,Software Developer,Degree,Yes,No,16.0,No,6,Calicut,"React,Python,SQL,Django,Html,Css",Yes,4.6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,MEAN Stack,React Native developer,Degree,No,Bca dropout ,12.1,Yes,3,Ernakulam,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,7.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MEAN Stack,Flutter developer,No Degree,No,No,14.7,Yes,7,WFH,"React, Node, Html, CSS, SCSS, Next",Yes,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
23,Flutter,Golang Developer,Degree,No,No,9.7,Yes,4,Hyderabad,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MEAN Stack,Angular Developer,No Degree,Yes,Bca dropout ,15.5,No,6,Manjeri,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
20,Web Development with Django,Flutter developer,Degree,No,Yes [ Non IT industry ],16.0,Yes,7,WFH,"React, Node, Html, CSS, Mongodb",Yes,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,Web Development with Django,Jr Nodejs Developer,Degree,No,No,10.7,No,4,Hyderabad,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26,Flutter,React Developer,No Degree,Yes,No,16.0,Yes,5,Nagercoil,"React, Node, Html, CSS, Mongodb",Yes,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
22,MEAN Stack,Data Engineer,Degree,No,No,16.0,Yes,5,Manjeri,"React, Node, Html, CSS, SCSS, Next",Yes,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
22,Web Development with Django,Full Stack Developer,Degree,No,No,14.7,Yes,5,Hyderabad,"React,Python,SQL,Django,Html,Css",Yes,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
19,Flutter,Full Stack Developer,No Degree,No,No,16.0,Yes,6,WFH,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,4.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23,MERN Stack,MERN Stack developer,Diploma,No,No,10.3,No,4,Manjeri,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
19,MERN Stack,MERN Stack developer,Degree,No,No,10.9,Yes,0,Kochi,"Dart,Api integration,",No,5.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27,MERN Stack,Angular Developer,Degree,No,No,7.3,No,7,Kochi,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,Flutter,Angular Developer,No Degree,Yes,No,8.6,Yes,7,WFH,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,Full Stack Developer,Degree,No,No,10.4,No,7,WFH,"React, Node, Html, CSS, SCSS, Next",Yes,7.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MEAN Stack,Golang Developer,Degree,Yes,Yes [ Non IT industry ],12.9,No,3,Nagercoil,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,MERN Stack,Angular Developer,Degree,No,No,14.9,Yes,7,Nagercoil,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Machine Learning,Flutter Developer,No Degree,No,No,10.9,No,7,Hyderabad,"Flutter, firbase, API",Yes,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
26,MERN Stack,MERN Stack developer,No Degree,No,Yes [ Non IT industry ],8.6,Yes,7,WFH,"Html,CSS",No,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,React Native developer,Diploma,Yes,No,13.5,No,7,WFH,"Html,CSS",No,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,Web Development with Django,MERN Stack developer,No Degree,No,No,13.1,No,5,Kochi,"Html,CSS",Yes,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24,MEAN Stack,Flutter developer,Degree,No,Yes [ Non IT industry ],7.0,No,7,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,Software Engineer,Degree,No,No,14.0,Yes,5,Bangalore,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Flutter,Machine Learning Engineer,Diploma,No,No,13.6,No,0,Others,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,Go,Angular Developer,Degree,No,Yes [ Non IT industry ],9.8,Yes,7,Hyderabad,"Python, Django, Js, Html, Css",Yes,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
19,MERN Stack,Golang Developer,No Degree,No,Yes [ Non IT industry ],16.0,No,5,Pune,"React,node js , nest js , express js , jest,go etc",Yes,6.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,MERN Stack developer,Degree,No,No,15.4,Yes,4,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,Web Development with Django,Python developer,No Degree,No,No,12.7,Yes,5,Nagercoil,"Python, Django, SQL, Git, AWS, Digital Ocean, HTML, CSS, React, Data Structure, Communication ",Yes,6.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
25,Go,Nest js developer,Degree,No,No,14.4,Yes,5,Pune,"React js ,React query",Yes,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,Full stack engineer,Degree,Yes,No,16.0,No,7,Others,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,5.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,MERN Stack,Python + Angular Developer,Degree,Yes,No,11.2,Yes,7,Hyderabad,"Html,CSS",Yes,7.6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
31,MERN Stack,Nest js developer,Diploma,No,Yes [ Non IT industry ],16.0,No,6,WFH,"Html,CSS",Yes,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
27,MERN Stack,Angular Developer,Degree,No,No,9.2,No,7,Pune,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
25,MERN Stack,Full Stack Developer,No Degree,No,No,14.2,No,6,Others,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",No,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
20,MERN Stack,Python developer,Degree,No,No,7.0,Yes,7,Pune,"Flutter, firbase, API",No,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,Web Development with Django,React Developer,Degree,No,No,13.9,No,7,Hyderabad,"Angular, Express, Node, javascript, MongoDB, Html, css",Yes,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
22,Web Development with Django,Python developer,Degree,No,No,7.9,Yes,7,WFH,"Angular, Express, Node, javascript, MongoDB, Html, css",Yes,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23,Machine Learning,Software Engineer,Degree,No,No,11.4,No,7,Trivandrum,"Python, Django, Js, Html, Css",Yes,6.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Full Stack Developer,No Degree,Yes,No,12.2,Yes,7,Hyderabad,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,Web Development with Django,Python developer,Degree,No,Yes [ Non IT industry ],11.7,No,0,Calicut,"Dart,Api integration,",No,7.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MEAN Stack,Full stack engineer,Degree,No,No,12.9,Yes,5,Kochi,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",No,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
