domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,flutter,angular,python,express,firebase,aws,sql,javascript,jwt,node,html,ajax,hasura,communication,git,jest,mysql,react,graphql,mongodb,cnn,postman,nginx,dart,vim,django,mui,typescript,opencv,jquery,next,linux,sas,vercel,redux,api,bootstrap,mongoose,tailwind,docker,salary
mern stack,fullstack developer,23.0,Degree,Yes,No,9.0,Yes,2.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mobile development using flutter,software developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
web development using python django,trainee software engineer,22.0,No Degree,No,No,10.0,Yes,5.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior software developer,23.0,No Degree,No,No,12.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mobile development using flutter,software developer,22.0,No Degree,Yes,No,7.0,Yes,5.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mobile development using flutter,software developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
mern stack,trainee software engineer,24.0,No Degree,No,Yes [ Non IT industry ],13.0,Yes,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mobile development using flutter,software developer,22.0,Degree,No,No,12.0,Yes,0.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.3
web development using python django,fullstack developer,23.0,Degree,Yes,No,10.0,Yes,0.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mobile development using flutter,junior developer,23.0,No Degree,No,No,15.0,Yes,7.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.5
mern stack,fullstack developer,22.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mobile development using flutter,trainee software engineer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
mern stack,fullstack developer,22.0,No Degree,No,No,15.0,Yes,7.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mobile development using flutter,trainee software engineer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
web development using python django,web developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.12
mern stack,fullstack developer,22.0,No Degree,Yes,No,13.0,Yes,7.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.0
mern stack,fullstack developer,21.0,Degree,No,No,10.0,No,4.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
web development using python django,fullstack developer,23.0,No Degree,No,No,9.0,No,1.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8
mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,No,1.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,junior software engineer,22.0,No Degree,No,No,10.0,No,4.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mobile development using flutter,junior flutter developer,22.0,Degree,No,No,12.0,Yes,1.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.76
mern stack,junior software engineer,22.0,Degree,Yes,No,13.0,Yes,1.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mern stack,junior software engineer,22.0,Degree,No,No,9.0,Yes,4.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mern stack,junior software engineer,22.0,No Degree,No,No,10.0,No,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5
mobile development using flutter,fullstack developer,22.0,No Degree,Yes,No,7.0,Yes,4.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mobile development using flutter,frontend developer,22.0,No Degree,No,No,7.0,Yes,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,junior developer,22.0,Degree,Yes,No,12.0,Yes,4.0,ernakulam,Yes,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
web development using python django + react,full stack developer,23.0,No Degree,No,No,10.0,Yes,4.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
web development using python django,full stack developer,22.0,Degree,No,No,11.0,Yes,1.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
game development using unity,unity 3d developer,26.0,Degree,No,No,12.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,9.0,Yes,7.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mean stack,angular developer,23.0,No Degree,No,No,12.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mobile development using flutter,flutter developer,23.0,No Degree,No,No,12.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mobile development using flutter,flutter developer,21.0,Degree,Yes,No,10.0,No,1.0,nagercoil,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.11
mobile development using flutter,flutter engineer,23.0,Degree,Yes,No,10.0,Yes,3.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,software development engineer,22.0,No Degree,Yes,No,10.0,No,4.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,software development engineer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
web development using python django + react,software developer,24.0,No Degree,No,No,13.0,Yes,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,full stack engineer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,junior fullstack developer,22.0,No Degree,Yes,No,9.0,No,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mern stack,junior fullstack developer,22.0,No Degree,Yes,No,7.0,No,7.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5
mern stack,junior developer,19.0,No Degree,No,No,9.0,No,7.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.4
mobile development using flutter,mobile app developer,21.0,No Degree,Yes,No,9.0,Yes,4.0,manjeri,Yes,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8
mern stack,mern stack developer,22.0,No Degree,Yes,No,10.0,No,0.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.5
web development using python django + react,technology associate,23.0,No Degree,No,No,14.0,Yes,0.0,wfh,Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7
mern stack,software developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mern stack,full stack engineer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0
mobile development using flutter,application developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
web development using python django + react,junior software developer,24.0,No Degree,No,No,12.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
web development using python django + react,software development engineer,23.0,No Degree,No,No,10.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8
game development using unity,senior game developer,31.0,Degree,No,No,9.0,No,0.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mobile development using flutter,junior software engineer,23.0,No Degree,No,No,13.0,Yes,2.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mobile development using flutter,junior flutter developer,21.0,Degree,Yes,No,9.0,No,4.0,calicut,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
mobile development using flutter,mobile developer,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,mern stack developer,22.0,Degree,Yes,No,10.0,No,2.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67
mern stack,software engineer,24.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
machine learning,junior software engineer,22.0,Degree,No,No,13.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
mobile development using flutter,software engineer,22.0,Degree,Yes,No,10.0,Yes,5.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,clinical data programming associate,21.0,No Degree,Yes,No,7.0,No,7.0,others,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mern stack,backend developer,22.0,Degree,Yes,No,12.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mern stack,mern stack developer,22.0,No Degree,No,No,10.0,No,7.0,hyderabad,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mobile development using flutter,associate flutter developer,22.0,No Degree,Yes,No,10.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mobile development using flutter,junior software engineer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
golang,software engineer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
web development using python django,python developer,23.0,Degree,Yes,No,12.0,Yes,2.0,wfh,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
mobile development using flutter,junior android developer,23.0,No Degree,No,No,12.0,Yes,4.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,fullstack developer,23.0,No Degree,No,No,13.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,fullstack developer,22.0,No Degree,Yes,No,10.0,Yes,4.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,fullstack developer,22.0,Degree,No,No,12.0,Yes,3.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
web development using python django,data engineer intern,25.0,Degree,No,No,8.0,No,0.0,bangalore,No,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.4
mobile development using flutter,flutter developer,22.0,Degree,No,No,14.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mobile development using flutter,android developer,22.0,No Degree,Yes,No,10.0,No,7.0,manjeri,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
mern stack,software developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
web development using python django,junior software developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
mern stack,fullstack developer,23.0,No Degree,No,No,16.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6
web development using python django,software engineer,21.0,Degree,Yes,No,12.0,No,2.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,associate software engineer,23.0,Degree,Yes,No,10.0,No,1.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5
mern stack,fullstack developer,22.0,Degree,Yes,No,12.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,software engineer,23.0,No Degree,No,No,9.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,node js engineer,23.0,Degree,No,No,7.0,Yes,0.0,pune,Yes,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
golang,golang devleoper,22.0,No Degree,Yes,No,13.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,fullstack developer,21.0,Degree,Yes,No,12.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mobile development using flutter,flutter trainer,26.0,Degree,No,No,10.0,No,1.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,junior react developer,22.0,Degree,Yes,No,7.0,Yes,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,associate software engineer,22.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
web development using python django,python developer,22.0,No Degree,No,No,7.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior full stack developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,software engineer,22.0,Degree,Yes,No,10.0,No,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.5
mobile development using flutter,mobile app developer,23.0,No Degree,Yes,No,9.0,Yes,4.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mern stack,software engineer,22.0,No Degree,No,No,10.0,No,0.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5
mern stack,junior software engineer,23.0,Degree,Yes,No,10.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mern stack,junior fullstack developer,23.0,No Degree,No,No,9.0,No,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8
mern stack,junior software engineer,22.0,Degree,Yes,No,7.0,Yes,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
web development using python django,python full stack developer intern,24.0,Degree,No,No,10.0,No,1.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,fullstack developer,23.0,Degree,Yes,No,9.0,Yes,2.0,bangalore,Yes,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,nodejs developer,22.0,Degree,Yes,No,8.0,Yes,4.0,chennai,Yes,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
golang,associate software engineer,25.0,Degree,No,No,7.0,No,0.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.1
data science,data scientist,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,8.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.5
mobile development using flutter,flutter developer,23.0,No Degree,No,No,12.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
golang,project architect,22.0,Degree,No,No,12.0,No,2.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mern stack,software development engineer i,21.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mobile development using flutter,associate software engineer,25.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mobile development using flutter,junior flutter developer,22.0,Degree,Yes,No,10.0,Yes,5.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4
mobile development using flutter,software engineer,23.0,No Degree,No,No,9.0,No,1.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
